dom,Description,TLA,Status,Year of Census,Retired Year,AU-13,DHB ,RHA reg
0742,Wymondley,008,C,2013,,523403,023,01
0743,Grange,008,C,2013,,523404,023,01
0744,Redoubt East,008,C,2013,,523818,023,01
0745,Mill Road,008,C,2013,,523819,023,01
0746,Puhinui South,008,C,2013,,524603,023,01
0747,Manukau Central,008,C,2013,,524604,023,01
0800,Papakura North,009,C,1991,,525420,023,01
0801,Papakura South,009,C,1991,,525510,023,01
0802,Opaheke,009,C,1991,,525520,023,01
0803,Rosehill,009,C,1991,,525530,023,01
0804,Pahurehure,009,C,1991,,525540,023,01
0805,Papakura East,009,C,1991,,525610,023,01
0806,Massey Park,009,C,1991,,525620,023,01
0807,North East Papakura,009,C,1991,,525630,023,01
0808,Red Hill,009,C,1991,,525700,023,01
0809,Pukekohe North,010,C,1991,,525910,023,01
0810,Pukekohe West,010,C,1991,,525921,023,01
0811,Bledisloe Park,010,C,1991,,525922,023,01
0812,Waiuku,010,R,1991,2013,,023,01
0813,South Waiuku,010,R,1991,2013,,023,01
0814,Tuakau,010,C,1991,,526200,023,01
0815,Rotowaro,013,C,1991,,526400,031,02
0816,Raglan,013,C,1991,,526500,031,02
0817,Glen Massey,013,C,1991,,526601,031,02
0818,Te Uku,013,C,1991,,526602,031,02
0819,Te Pahu,017,C,1991,,526603,031,02
0820,Onewhero,010,C,1991,,526701,023,01
0821,Te Akau,013,C,1991,,526702,031,02
0822,Te Kauwhata,013,C,1991,,526900,031,02
0823,Rototuna,016,R,1991,2001,,031,02
0824,Sylvester,016,R,1991,2001,,031,02
0825,Matangi,013,C,1991,,527004,031,02
0826,Whitikahu,013,C,1991,,527111,031,02
0827,Taupiri Community,013,C,1991,,527112,031,02
0828,Eureka,013,R,1991,2013,,031,02
0829,Gordonton,013,C,1991,,527122,031,02
0830,Kainui,013,C,1991,,527123,031,02
0831,Tamahere - Tauwhare,013,C,1991,,527131,031,02
0832,Hautapu,017,R,1991,2013,,031,02
0833,Waerenga,013,C,1991,,527210,031,02
0834,Maramarua,013,C,1991,,527221,031,02
0835,Meremere,013,C,1991,,527222,031,02
0836,Huntly West,013,C,1991,,527401,031,02
0837,Huntly East,013,C,1991,,527402,031,02
0838,Cambridge North,017,C,1991,,527501,031,02
0839,Cambridge West,017,C,1991,,527502,031,02
0840,Cambridge Central,017,C,1991,,527503,031,02
0841,Leamington West,017,C,1991,,527504,031,02
0842,Leamington East,017,C,1991,,527505,031,02
0843,Ohaupo,017,C,1991,,527600,031,02
0844,Kihikihi,017,C,1991,,527700,031,02
0845,Peacocke,016,C,1991,,527810,031,02
0846,Temple View,017,C,1991,,527820,031,02
0847,Horotiu,013,R,1991,2013,,031,02
0848,Te Kowhai,013,C,1991,,527912,031,02
0849,Whatawhata,013,C,1991,,527913,031,02
0850,Ngahinapouri,017,C,1991,,527914,031,02
0851,Lake Cameron,017,C,1991,,527915,031,02
0852,Te Rore,017,C,1991,,527921,031,02
0853,Pirongia,017,C,1991,,527922,031,02
0854,Pokuru,017,C,1991,,527923,031,02
0855,Lake Ngaroto,017,C,1991,,527924,031,02
0856,Tokanui,017,C,1991,,527925,031,02
0857,Pukerimu,017,C,1991,,527931,031,02
0858,Kaipaki,017,C,1991,,527932,031,02
0859,Rotoorangi,017,C,1991,,527934,031,02
0860,Te Rahu,017,C,1991,,527935,031,02
0861,Kihikihi Flat,017,C,1991,,527936,031,02
0862,Allen Road,017,C,1991,,527937,031,02
0863,Rotongata,017,C,1991,,528000,031,02
0864,Ngaruawahia,013,C,1991,,528200,031,02
0865,Bryant,016,C,1991,,528310,031,02
0866,Pukete,016,C,1991,,528320,031,02
0867,Pukete West,016,C,1991,,528402,031,02
0868,Te Rapa,016,C,1991,,528403,031,02
0869,Burbush,016,R,1991,2001,,031,02
0870,Nawton,016,C,1991,,528501,031,02
0871,Brymer,016,R,1991,2006,,031,02
0872,Dinsdale North,016,C,1991,,528601,031,02
0873,Dinsdale South,016,C,1991,,528602,031,02
0874,Beerescourt,016,C,1991,,528700,031,02
0875,Maeroa,016,C,1991,,528800,031,02
0876,Frankton Junction,016,C,1991,,528900,031,02
0877,Swarbrick,016,C,1991,,529000,031,02
0878,Hamilton Lake,016,C,1991,,529100,031,02
0879,Melville,016,C,1991,,529200,031,02
0880,Glenview,016,C,1991,,529300,031,02
0881,Queenwood,016,C,1991,,529401,031,02
0882,Chedworth,016,C,1991,,529402,031,02
0883,Porritt,016,C,1991,,529501,031,02
0884,Insoll,016,C,1991,,529502,031,02
0885,Fairview Downs,016,C,1991,,529503,031,02
0886,Chartwell,016,C,1991,,529600,031,02
0887,Hamilton Central,016,C,1991,,529700,031,02
0888,Clarkin,016,C,1991,,529800,031,02
0889,Claudelands,016,C,1991,,529900,031,02
0890,Enderley,016,C,1991,,530000,031,02
0891,Peachgrove,016,C,1991,,530100,031,02
0892,Hamilton East,016,C,1991,,530200,031,02
0893,Naylor,016,C,1991,,530300,031,02
0894,Bader,016,C,1991,,530400,031,02
0895,University,016,C,1991,,530500,031,02
0896,Silverdale,016,C,1991,,530600,031,02
0897,Hillcrest West,016,C,1991,,530700,031,02
0898,Riverlea,016,C,1991,,530800,031,02
0899,Te Awamutu West,017,C,1991,,531001,031,02
0900,Horsham Downs,016,C,2001,,527007,031,02
0901,Rototuna,016,C,2001,,527008,031,02
0902,Huntington,016,C,2001,,527009,031,02
0903,Sylvester,016,C,2001,,527005,031,02
0904,Flagstaff,016,C,2001,,527006,031,02
0905,Burbush,016,C,2001,,528405,031,02
0906,Rotokauri,016,C,2001,,528406,031,02
0907,Crawshaw,016,C,2006,,528503,031,02
0908,Grandview,016,C,2006,,528504,031,02
0909,Brymer,016,C,2006,,528505,031,02
0910,Waiuku West,010,C,2013,,526103,023,01
0911,Waiuku East,010,C,2013,,526104,023,01
0912,South Waiuku,010,C,2013,,526105,023,01
0913,Pukeoware,010,C,2013,,526106,023,01
0914,Newstead,013,C,2013,,527124,031,02
0915,Eureka,013,C,2013,,527125,031,02
0916,Hautapu,017,C,2013,,527133,031,02
0917,Swayne,017,C,2013,,527134,031,02
0918,Horotiu,013,C,2013,,527916,031,02
0919,Te Rapa North,013,C,2013,,527917,031,02
1000,Te Awamutu Central,017,C,1991,,531002,031,02
1001,Te Awamutu East,017,C,1991,,531003,031,02
1002,Te Awamutu South,017,C,1991,,531004,031,02
1003,Kawhia Community,018,C,1991,,531100,031,02
1004,Otorohanga,018,C,1991,,531200,031,02
1005,Otorohanga Rural West,018,C,1991,,531301,031,02
1006,Maihiihi,018,R,1991,1996,,031,02
1007,Piopio Community,020,C,1991,,531500,031,02
1008,Taharoa,020,C,1991,,531600,031,02
1009,Mahoenui,020,C,1991,,531710,031,02
1010,Marokopa,020,C,1991,,531720,031,02
1011,Waipa Valley,020,C,1991,,531731,031,02
1012,Tiroa,020,C,1991,,531732,031,02
1013,Mokauiti,020,C,1991,,531800,031,02
1014,Te Kuiti,020,C,1991,,532000,031,02
1015,Omori,021,C,1991,,532200,042,02
1016,Owhango,036,C,1991,,532300,031,02
1017,Ohura,036,C,1991,,532400,031,02
1018,Ngapuke,036,C,1991,,532501,031,02
1019,Kuratau,021,C,1991,,532502,042,02
1020,Raurimu,036,C,1991,,532601,031,02
1021,National Park,036,C,1991,,532602,031,02
1022,Otangiwai - Heao,036,C,1991,,532700,031,02
1023,Tarrangower,036,C,1991,,532901,031,02
1024,Taumarunui Central,036,C,1991,,532902,031,02
1025,Sunshine - Hospital Hill,036,C,1991,,532903,031,02
1026,Manunui,036,C,1991,,532904,031,02
1027,Whitianga,011,C,1991,,533000,031,02
1028,Coromandel,011,C,1991,,533100,031,02
1029,Te Rerenga,011,C,1991,,533200,031,02
1030,Whangamata,011,C,1991,,533300,031,02
1031,Tairua,011,C,1991,,533400,031,02
1032,Moanataiari,011,C,1991,,533501,031,02
1033,Parawai,011,C,1991,,533502,031,02
1034,Pauanui Beach,011,C,1991,,533602,031,02
1035,Hikuai,011,C,1991,,533603,031,02
1036,Te Puru - Thornton Bay,011,C,1991,,533604,031,02
1037,Ngatea,012,C,1991,,533800,031,02
1038,Hauraki Plains,012,C,1991,,533901,031,02
1039,Turua,012,C,1991,,533902,031,02
1040,Kerepehi,012,C,1991,,533903,031,02
1041,Waihi Beach,022,C,1991,,534100,047,02
1042,Golden Cross,012,R,1991,1996,,031,02
1043,Paeroa,012,C,1991,,534300,031,02
1044,Waihi,012,R,1991,1996,,031,02
1045,Tahuroa,015,R,1991,1996,,031,02
1046,Ngarua,015,R,1991,1996,,031,02
1047,Waitoa,015,C,1991,,534602,031,02
1048,Te Aroha,015,R,1991,1996,,031,02
1049,Morrinsville,015,R,1991,1996,,031,02
1050,Waharoa,015,C,1991,,535000,031,02
1051,Tirau,019,C,1991,,535100,031,02
1052,Mangakaretu,019,C,1991,,535211,031,02
1053,Kinleith,019,C,1991,,535212,031,02
1054,Okauia,015,C,1991,,535220,031,02
1055,Te Poi,015,C,1991,,535231,031,02
1056,Tapapa,019,C,1991,,535232,031,02
1057,Karapiro,017,C,1991,,535241,031,02
1058,Hinuera,015,C,1991,,535242,031,02
1059,Arapuni,019,C,1991,,535250,031,02
1060,Lichfield,019,C,1991,,535261,031,02
1061,Wawa,019,C,1991,,535262,031,02
1062,Paraonui,019,C,1991,,535310,031,02
1063,Parkdale,019,C,1991,,535320,031,02
1064,Matarawa,019,C,1991,,535330,031,02
1065,Stanley Park,019,C,1991,,535340,031,02
1066,Tokoroa Central,019,C,1991,,535350,031,02
1067,Aotea,019,C,1991,,535360,031,02
1068,Strathmore,019,C,1991,,535370,031,02
1069,Amisfield,019,C,1991,,535380,031,02
1070,Matamata,015,R,1991,2006,,031,02
1071,Putaruru,019,C,1991,,535600,031,02
1072,Athenree,022,C,1991,,535700,047,02
1073,Katikati Community,022,C,1991,,535800,047,02
1074,Maketu Community,022,C,1991,,535900,047,02
1075,Omokoroa,022,C,1991,,536000,047,02
1076,Papamoa Beach East,023,R,1991,2006,,047,02
1077,Island View - Pios Beach,022,C,1991,,536400,047,02
1078,Papamoa Beach West,023,R,1991,1996,,047,02
1079,Te Puna,022,C,1991,,536503,047,02
1080,Bethlehem,023,R,1991,1996,,047,02
1081,Matapihi,023,C,1991,,536505,047,02
1082,Inlet - Tauranga Harbour Omokoroa,022,C,1991,,536506,047,02
1083,Inlet - Tauranga Harbour,023,R,1991,1996,,047,02
1084,Matakana Island,022,C,1991,,536611,047,02
1085,Aongatete,022,R,1991,1996,,047,02
1086,Inlet - Tauranga Harbour North,022,C,1991,,536613,047,02
1087,Minden,022,C,1991,,536620,047,02
1088,Kaimai,022,C,1991,,536630,047,02
1089,Ohauiti - Ngapeke,022,C,1991,,536641,047,02
1090,Upper Papamoa,022,C,1991,,536642,047,02
1091,Paengaroa,022,C,1991,,536651,047,02
1092,Pongakawa,022,R,1991,1996,,047,02
1093,Mt Maunganui North,023,C,1991,,536810,047,02
1094,Omanu,023,R,1991,2006,,047,02
1095,Arataki,023,C,1991,,536831,047,02
1096,Te Maunga,023,C,1991,,536832,047,02
1097,Matua,023,C,1991,,537000,047,02
1098,Bellevue,023,C,1991,,537100,047,02
1099,Otumoetai North,023,C,1991,,537201,047,02
1100,Te Kawa,018,C,1996,,531303,031,02
1101,Otorohanga Rural East,018,C,1996,,531304,031,02
1102,Ohinemuri,012,C,1996,,534200,031,02
1103,Waihi,012,C,1996,,534400,031,02
1104,Tahuroa,015,C,1996,,534500,031,02
1105,Ngarua,015,R,1996,2001,,031,02
1106,Te Aroha,015,C,1996,,534800,031,02
1107,Morrinsville,015,R,1996,2001,,031,02
1108,Inlet - Tauranga Harbour,023,C,1996,,536508,047,02
1109,Waikareao Estuary,023,C,1996,,536509,047,02
1110,Motuopae Island,023,C,1996,,536510,047,02
1111,Papamoa Beach West,023,R,1996,2006,,047,02
1112,Kairua,023,C,1996,,536512,047,02
1113,Bethlehem East,023,C,1996,,536513,047,02
1114,Bethlehem,023,C,1996,,536514,047,02
1115,Tahawai,022,C,1996,,536614,047,02
1116,Aongatete,022,C,1996,,536615,047,02
1117,Rangiuru,022,C,1996,,536653,047,02
1118,Pongakawa,022,C,1996,,536654,047,02
1119,Morrinsville West,015,C,2001,,534901,031,02
1120,Morrinsville East,015,C,2001,,534902,031,02
1121,Springdale,015,C,2001,,534603,031,02
1122,Waihou-Walton,015,C,2001,,534604,031,02
1123,Matamata North,015,C,2006,,535501,031,02
1124,Matamata South,015,C,2006,,535502,031,02
1125,Papamoa Beach East,023,C,2006,,536201,047,02
1126,Palm Springs,023,C,2006,,536202,047,02
1127,Doncaster,023,C,2006,,536203,047,02
1128,Pacific View,023,C,2006,,536515,047,02
1129,Palm Beach,023,C,2006,,536516,047,02
1130,Gravatt,023,C,2006,,536517,047,02
1131,Omanu,023,C,2006,,536821,047,02
1132,Tauranga City-Marinas,023,C,2006,,536822,047,02
1200,Otumoetai South,023,C,1991,,537202,047,02
1201,Brookfield,023,C,1991,,537301,047,02
1202,Te Reti,023,C,1991,,537302,047,02
1203,Judea,023,C,1991,,537400,047,02
1204,Gate Pa,023,C,1991,,537500,047,02
1205,Greerton,023,R,1991,2001,,047,02
1206,Yatton Park,023,C,1991,,537700,047,02
1207,Poike,023,C,1991,,537800,047,02
1208,Hairini,023,C,1991,,537900,047,02
1209,Maungatapu,023,C,1991,,538000,047,02
1210,Tauranga Hospital,023,R,1991,1996,,047,02
1211,Tauranga South,023,C,1991,,538102,047,02
1212,Tauranga Central,023,R,1991,1996,,047,02
1213,Sulphur Point,023,R,1991,1996,,047,02
1214,Welcome Bay,023,R,1991,2006,,047,02
1215,Te Puke West,022,C,1991,,538501,047,02
1216,Te Puke East,022,C,1991,,538502,047,02
1217,Ngongotaha North,024,C,1991,,538601,042,02
1218,Ngongotaha South,024,R,1991,1996,,042,02
1219,Ngapuna,024,R,1991,1996,,042,02
1220,Lynmore,024,R,1991,1996,,042,02
1221,Owhata West,024,C,1991,,538741,042,02
1222,Owhata East,024,C,1991,,538742,042,02
1223,Hamurana,024,R,1991,2001,,042,02
1224,Tikitere,024,C,1991,,538820,042,02
1225,Kaingaroa Forest,024,C,1991,,538831,042,02
1226,Tarawera,024,R,1991,1996,,042,02
1227,Golden Springs,024,R,1991,1996,,042,02
1228,Reporoa,024,C,1991,,538842,042,02
1229,Ngakuru,024,C,1991,,538850,042,02
1230,Arahiwi,024,C,1991,,538861,042,02
1231,Waiwhero,024,C,1991,,538863,042,02
1232,Mamaku,024,C,1991,,538864,042,02
1233,Selwyn Heights,024,C,1991,,539000,042,02
1234,Western Heights,024,C,1991,,539100,042,02
1235,Fairy Springs,024,R,1991,1996,,042,02
1236,Pukehangi North,024,C,1991,,539310,042,02
1237,Pukehangi South,024,C,1991,,539320,042,02
1238,Mangakakahi,024,C,1991,,539400,042,02
1239,Sunnybrook,024,C,1991,,539500,042,02
1240,Fordlands,024,C,1991,,539600,042,02
1241,Utuhina,024,C,1991,,539700,042,02
1242,Pomare,024,C,1991,,539800,042,02
1243,Hillcrest,024,C,1991,,539900,042,02
1244,Springfield,024,C,1991,,540000,042,02
1245,Kawaha Point,024,C,1991,,540100,042,02
1246,Koutu,024,C,1991,,540200,042,02
1247,Ohinemutu,024,C,1991,,540300,042,02
1248,Kuirau,024,C,1991,,540410,042,02
1249,Victoria,024,C,1991,,540420,042,02
1250,Glenholme East,024,C,1991,,540510,042,02
1251,Glenholme West,024,C,1991,,540520,042,02
1252,Fenton,024,C,1991,,540600,042,02
1253,Whaka,024,C,1991,,540700,042,02
1254,Mangakino,021,C,1991,,540900,042,02
1255,Turangi,021,C,1991,,541000,042,02
1256,Acacia Bay,021,C,1991,,541311,042,02
1257,Wairakei - Aratiatia,021,C,1991,,541312,042,02
1258,Maunganamu,021,C,1991,,541313,042,02
1259,Rangatira,021,R,1991,2001,,042,02
1260,Taupo East,021,C,1991,,541315,042,02
1261,Wharewaka,021,C,1991,,541316,042,02
1262,Marotiri,021,C,1991,,541320,042,02
1263,Oruanui,021,R,1991,2006,,042,02
1264,Rangitaiki,021,C,1991,,541342,042,02
1265,Iwitahi,021,R,1991,2013,,042,02
1266,Rangipo,021,C,1991,,541501,042,02
1267,Te More,021,C,1991,,541502,042,02
1268,Taharua,021,C,1991,,541503,042,02
1269,Nukuhau,021,C,1991,,541710,042,02
1270,Taupo Central,021,C,1991,,541720,042,02
1271,Tauhara,021,C,1991,,541730,042,02
1272,Hilltop,021,C,1991,,541740,042,02
1273,Waipahihi,021,C,1991,,541750,042,02
1274,Richmond Heights,021,C,1991,,541760,042,02
1275,Ohope,025,R,1991,1996,,047,02
1276,Matata,025,C,1991,,542000,047,02
1277,Taneatua,025,C,1991,,542100,047,02
1278,Edgecumbe,025,C,1991,,542200,047,02
1279,Te Teko,025,C,1991,,542300,047,02
1280,Whakatane North,025,C,1991,,542410,047,02
1281,Coastlands,025,C,1991,,542421,047,02
1282,Whakatane West,025,C,1991,,542422,047,02
1283,Trident,025,C,1991,,542430,047,02
1284,Allandale - Mokorua,025,R,1991,1996,,047,02
1285,Orini,025,C,1991,,542511,047,02
1286,Maraetotara,025,R,1991,1996,,047,02
1287,Poroporo,025,C,1991,,542520,047,02
1288,Otakiri,025,C,1991,,542530,047,02
1289,Rotoma,025,C,1991,,542540,047,02
1290,Matahina - Minginui,025,C,1991,,542550,047,02
1291,Waimana,025,C,1991,,542561,047,02
1292,Urewera,025,C,1991,,542562,047,02
1293,Kawerau,026,C,1991,,542600,047,02
1294,Murupara,025,C,1991,,542700,047,02
